id,画像名,画像の元パス,物件名,車番,地域名,分類番号,ひらがな,入出庫日,カテゴリ,幅,高さ,左上x座標,左上y座標,右下x座標,右下y座標
271336,30145_20190918165848.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271336/30145_20190918165848.jpg,イオン高根木戸,5755,静岡,100.0,あ,2019/9/18 16:58,2-1_all_corrected,60,39,249,242,309,281
271104,30110_20190918152803.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271104/30110_20190918152803.jpg,イオン金沢八景,**17,横浜,380.0,ろ,2019/9/18 15:27,2-1_all_corrected,70,66,90,161,160,227
271558,30144_20190918175330.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271558/30144_20190918175330.jpg,イオン幕張,1532,千葉,580.0,み,2019/9/18 17:53,2-1_all_corrected,48,41,64,196,112,237
271331,30144_20190918165745.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271331/30144_20190918165745.jpg,イオン幕張,5448,千葉,580.0,よ,2019/9/18 16:57,2-1_all_corrected,70,51,320,295,390,346
272170,30083_20190918190426.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272170/30083_20190918190426.jpg,フォーエルナゴヤドーム駅前,**10,名古屋,31.0,ふ,2019/9/18 19:03,2-1_all_corrected,54,40,293,184,347,224
270627,30046_20190918110926.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270627/30046_20190918110926.jpg,マミーマート船橋日大[地上],3465,習志野,501.0,ね,2019/9/18 11:09,2-1_all_corrected,70,54,355,149,425,203
271701,30144_20190918181139.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271701/30144_20190918181139.jpg,イオン幕張,1017,千葉,345.0,ぬ,2019/9/18 18:11,2-1_all_corrected,74,59,302,290,376,349
271157,30110_20190918154837.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271157/30110_20190918154837.jpg,イオン金沢八景,*703,横浜,346.0,む,2019/9/18 15:48,2-1_all_corrected,53,43,417,68,470,111
271150,30115_20190918154437.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271150/30115_20190918154437.jpg,イオン南行徳（平面）,*828,習志野,340.0,ろ,2019/9/18 15:43,2-1_all_corrected,65,69,535,228,600,297
270390,30157_20190918075958.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/30157_20190918075958.jpg,関西スーパー中央,*336,大阪,800.0,い,2019/9/18 7:59,2-1_all_corrected,27,33,108,177,135,210
270881,30078_20190918132108.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270881/30078_20190918132108.jpg,イオンスタイル仙台卸町店,3657,仙台,580.0,き,2019/9/18 13:20,2-1_all_corrected,80,68,127,217,207,285
271502,30144_20190918174339.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271502/30144_20190918174339.jpg,イオン幕張,7346,千葉,501.0,ゆ,2019/9/18 17:43,2-1_all_corrected,46,35,149,107,195,142
272373,30145_20190918193552.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272373/30145_20190918193552.jpg,イオン高根木戸,8919,習志野,50.0,に,2019/9/18 19:35,2-1_all_corrected,69,55,362,287,431,342
270629,30046_20190918111040.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270629/30046_20190918111040.jpg,マミーマート船橋日大[地上],2381,習志野,580.0,ぬ,2019/9/18 11:10,2-1_all_corrected,67,58,372,245,439,303
270843,30045_20190918130532.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270843/30045_20190918130532.jpg,マックスバリュー徳川明倫,*358,名古屋,32.0,と,2019/9/18 13:05,2-1_all_corrected,56,44,287,146,343,190
271505,30111_20190918174418.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271505/30111_20190918174418.jpg,イオン稲毛,1234,千葉,588.0,そ,2019/9/18 17:40,2-1_all_corrected,56,43,304,132,360,175
271901,30111_20190918183437.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271901/30111_20190918183437.jpg,イオン稲毛,8152,千葉,301.0,ら,2019/9/18 18:32,2-1_all_corrected,53,43,217,171,270,214
271330,30111_20190918165721.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271330/30111_20190918165721.jpg,イオン稲毛,4141,習志野,530.0,む,2019/9/18 16:56,2-1_all_corrected,44,36,107,88,151,124
270818,30111_20190918124443.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270818/30111_20190918124443.jpg,イオン稲毛,**38,千葉,537.0,る,2019/9/18 12:43,2-1_all_corrected,68,58,268,194,336,252
270820,30039_20190918124531.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270820/30039_20190918124531.jpg,イトーヨーカドー大井町,2437,品川,490.0,き,2019/9/18 12:45,2-1_all_corrected,60,43,275,209,335,252
271798,30114_20190918182209.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271798/30114_20190918182209.jpg,イオン南行徳（立体）,*541,習志野,501.0,に,2019/9/18 18:21,2-1_all_corrected,98,68,235,382,333,450
271308,30111_20190918164835.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271308/30111_20190918164835.jpg,イオン稲毛,3605,袖ヶ浦,100.0,さ,2019/9/18 16:45,2-1_all_corrected,48,45,207,132,255,177
271906,30169_20190918183447.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271906/30169_20190918183447.jpg,イオン相模原ショッピングセンター,1000,相模,483.0,ほ,2019/9/18 18:34,2-1_all_corrected,43,30,280,156,323,186
271561,30111_20190918175358.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271561/30111_20190918175358.jpg,イオン稲毛,*333,千葉,517.0,ね,2019/9/18 17:48,2-1_all_corrected,46,35,279,123,325,158
271930,30136_20190918183732.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271930/30136_20190918183732.jpg,イオンスタイル新百合ヶ丘,2772,川崎,580.0,か,2019/9/18 18:37,2-1_all_corrected,78,59,120,164,198,223
272114,30169_20190918185745.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272114/30169_20190918185745.jpg,イオン相模原ショッピングセンター,1513,多摩,583.0,け,2019/9/18 18:57,2-1_all_corrected,58,44,55,142,113,186
270485,30045_20190918094538.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270485/30045_20190918094538.jpg,マックスバリュー徳川明倫,8000,名古屋,30.0,せ,2019/9/18 9:45,2-1_all_corrected,73,66,146,264,219,330
271339,30073_20190918170054.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271339/30073_20190918170054.jpg,関西スーパー京阪大和田２F,1957,京都,583.0,え,2019/9/18 17:00,2-1_all_corrected,87,74,434,296,521,370
272583,30144_20190918201936.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272583/30144_20190918201936.jpg,イオン幕張,1021,千葉,540.0,み,2019/9/18 20:19,2-1_all_corrected,47,32,154,90,201,122
272321,30168_20190918192740.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272321/30168_20190918192740.jpg,イオン東雲店（屋上）,6438,足立,560.0,た,2019/9/18 19:27,2-1_all_corrected,35,25,411,96,446,121
271796,30169_20190918182159.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271796/30169_20190918182159.jpg,イオン相模原ショッピングセンター,1992,多摩,501.0,ゆ,2019/9/18 18:21,2-1_all_corrected,93,75,432,374,525,449
272745,30145_20190918211813.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272745/30145_20190918211813.jpg,イオン高根木戸,1045,習志野,300.0,む,2019/9/18 21:17,2-1_all_corrected,99,88,408,346,507,434
272375,30110_20190918193633.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272375/30110_20190918193633.jpg,イオン金沢八景,***4,横浜,368.0,ひ,2019/9/18 19:36,2-1_all_corrected,69,52,146,285,215,337
271167,30115_20190918155221.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271167/30115_20190918155221.jpg,イオン南行徳（平面）,3812,習志野,580.0,つ,2019/9/18 15:51,2-1_all_corrected,68,55,348,168,416,223
270628,30046_20190918111007.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270628/30046_20190918111007.jpg,マミーマート船橋日大[地上],7656,習志野,580.0,け,2019/9/18 11:09,2-1_all_corrected,73,61,399,253,472,314
272176,30169_20190918190511.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272176/30169_20190918190511.jpg,イオン相模原ショッピングセンター,4105,多摩,580.0,さ,2019/9/18 19:04,2-1_all_corrected,39,31,323,96,362,127
272149,30132_20190918190239.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272149/30132_20190918190239.jpg,イオンスタイル東神奈川,***8,横浜,30.0,に,2019/9/18 19:02,2-1_all_corrected,54,38,201,135,255,173
270626,30072_20190918110829.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270626/30072_20190918110829.jpg,関西スーパー京阪大和田１F,5600,大阪,580.0,ひ,2019/9/18 11:07,2-1_all_corrected,53,43,149,73,202,116
271169,30139_20190918155307.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271169/30139_20190918155307.jpg,イオン板橋ショッピングセンター,*275,川口,480.0,り,2019/9/18 15:52,2-1_all_corrected,73,64,272,311,345,375
270873,30046_20190918131622.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270873/30046_20190918131622.jpg,マミーマート船橋日大[地上],5443,習志野,580.0,す,2019/9/18 13:15,2-1_all_corrected,69,56,304,199,373,255
271948,30144_20190918183947.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271948/30144_20190918183947.jpg,イオン幕張,3280,野田,330.0,つ,2019/9/18 18:39,2-1_all_corrected,56,42,175,136,231,178
272361,30046_20190918193251.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272361/30046_20190918193251.jpg,マミーマート船橋日大[地上],*800,習志野,430.0,て,2019/9/18 19:32,2-1_all_corrected,40,31,166,39,206,70
272359,30169_20190918193217.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272359/30169_20190918193217.jpg,イオン相模原ショッピングセンター,2408,相模,330.0,の,2019/9/18 19:31,2-1_all_corrected,48,36,272,153,320,189
271187,30039_20190918160050.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271187/30039_20190918160050.jpg,イトーヨーカドー大井町,*329,品川,337.0,た,2019/9/18 16:00,2-1_all_corrected,53,40,324,95,377,135
270869,30167_20190918131434.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270869/30167_20190918131434.jpg,イオン東雲店,9451,品川,800.0,せ,2019/9/18 13:14,2-1_all_corrected,183,108,1039,370,1222,478
272154,30169_20190918190310.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272154/30169_20190918190310.jpg,イオン相模原ショッピングセンター,**38,多摩,586.0,す,2019/9/18 19:02,2-1_all_corrected,50,39,271,172,321,211
271725,30111_20190918181430.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271725/30111_20190918181430.jpg,イオン稲毛,1305,千葉,300.0,ほ,2019/9/18 18:11,2-1_all_corrected,43,34,396,70,439,104
271517,30167_20190918174638.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271517/30167_20190918174638.jpg,イオン東雲店,7923,足立,500.0,え,2019/9/18 17:46,2-1_all_corrected,51,37,289,150,340,187
271145,30167_20190918154252.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271145/30167_20190918154252.jpg,イオン東雲店,7411,足立,230.0,さ,2019/9/18 15:42,2-1_all_corrected,56,44,409,337,465,381
271142,30043_20190918154115.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271142/30043_20190918154115.jpg,ファインシティ東松戸,1188,野田,390.0,ゆ,2019/9/18 15:40,2-1_all_corrected,51,33,342,218,393,251
270858,30091_20190918131114.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270858/30091_20190918131114.jpg,イトーヨーカドー木場 立体,*445,足立,332.0,ひ,2019/9/18 13:10,2-1_all_corrected,88,65,341,201,429,266
272165,30136_20190918190358.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272165/30136_20190918190358.jpg,イオンスタイル新百合ヶ丘,7039,札幌,530.0,ろ,2019/9/18 19:03,2-1_all_corrected,89,64,156,222,245,286
271586,30111_20190918175634.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271586/30111_20190918175634.jpg,イオン稲毛,*224,千葉,534.0,な,2019/9/18 17:53,2-1_all_corrected,72,55,372,217,444,272
270833,30046_20190918125357.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270833/30046_20190918125357.jpg,マミーマート船橋日大[地上],8239,習志野,501.0,せ,2019/9/18 12:53,2-1_all_corrected,38,27,299,203,337,230
270695,30157_20190918113931.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270695/30157_20190918113931.jpg,関西スーパー中央,5678,神戸,30.0,ら,2019/9/18 11:39,2-1_all_corrected,51,41,146,300,197,341
271778,30169_20190918182025.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271778/30169_20190918182025.jpg,イオン相模原ショッピングセンター,*318,横浜,359.0,あ,2019/9/18 18:19,2-1_all_corrected,42,36,28,37,70,73
272599,30139_20190918202515.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/272599/30139_20190918202515.jpg,イオン板橋ショッピングセンター,*275,川口,480.0,り,2019/9/18 20:24,2-1_all_corrected,55,46,205,246,260,292
270657,30157_20190918112027.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270657/30157_20190918112027.jpg,関西スーパー中央,5678,神戸,30.0,ら,2019/9/18 11:19,2-1_all_corrected,54,43,448,190,502,233
271120,30145_20190918153148.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/271120/30145_20190918153148.jpg,イオン高根木戸,2819,習志野,502.0,す,2019/9/18 15:31,2-1_all_corrected,55,44,253,156,308,200
270805,30082_20190918123337.jpg,../images/image_detail(0916-0930)/0918_image_detail/2-1_all_corrected/270805/30082_20190918123337.jpg,今池ビル,**77,名古屋,31.0,は,2019/9/18 12:33,2-1_all_corrected,52,39,402,210,454,249
