id,画像名,物件名,車番,地域名,分類番号,ひらがな,入出庫日,カテゴリ,幅,高さ,左上x座標,左上y座標,右下x座標,右下y座標
173099,30144_20190815153343.jpg,イオン幕張,2751,足立,502,に,2019/8/15 15:33,2-1_all_corrected,58,39,182,137,240,176
173409,30144_20190815165023.jpg,イオン幕張,2700,習志野,400,れ,2019/8/15 16:50,2-1_all_corrected,35,34,275,102,310,136
174270,30078_20190815182115.jpg,イオンスタイル仙台卸町店,3683,仙台,580,す,2019/8/15 18:20,2-1_all_corrected,72,57,156,136,228,193
173293,30144_20190815164045.jpg,イオン幕張,*770,千葉,301,ち,2019/8/15 16:40,2-1_all_corrected,49,36,173,81,222,117
173097,30169_20190815153236.jpg,イオン相模原ショッピングセンター,7069,相模,301,む,2019/8/15 15:32,2-1_all_corrected,52,36,172,87,224,123
175152,30169_20190815210547.jpg,イオン相模原ショッピングセンター,1015,相模,537,め,2019/8/15 21:05,2-1_all_corrected,77,71,397,261,474,332
172915,30167_20190815142607.jpg,イオン東雲店,3542,千葉,330,ち,2019/8/15 14:25,2-1_all_corrected,91,86,64,302,155,388
174018,30078_20190815180652.jpg,イオンスタイル仙台卸町店,*635,仙台,530,に,2019/8/15 18:06,2-1_all_corrected,54,45,356,108,410,153
174215,30078_20190815181714.jpg,イオンスタイル仙台卸町店,*315,仙台,550,つ,2019/8/15 18:16,2-1_all_corrected,51,62,169,83,220,145
173008,30110_20190815150035.jpg,イオン金沢八景,**46,横浜,341,す,2019/8/15 15:00,2-1_all_corrected,50,41,388,113,438,154
173039,30144_20190815150930.jpg,イオン幕張,3624,千葉,301,ふ,2019/8/15 15:09,2-1_all_corrected,72,54,86,208,158,262
172544,30144_20190815112512.jpg,イオン幕張,8855,習志野,532,の,2019/8/15 11:24,2-1_all_corrected,49,44,8,207,57,251
174163,30078_20190815181411.jpg,イオンスタイル仙台卸町店,1001,宮城,357,ら,2019/8/15 18:13,2-1_all_corrected,75,62,158,220,233,282
173517,30085_20190815170536.jpg,業務スーパー南津守,1001,なにわ,31,ね,2019/8/15 17:05,2-1_all_corrected,46,35,175,202,221,237
174394,30168_20190815183519.jpg,イオン東雲店（屋上）,***4,足立,349,ち,2019/8/15 18:34,2-1_all_corrected,77,67,459,281,536,348
172256,30157_20190815091306.jpg,関西スーパー中央,***5,神戸,30,ふ,2019/8/15 9:12,2-1_all_corrected,44,40,449,212,493,252
173189,30144_20190815162324.jpg,イオン幕張,*530,千葉,342,さ,2019/8/15 16:23,2-1_all_corrected,58,43,158,160,216,203
173129,30169_20190815155009.jpg,イオン相模原ショッピングセンター,*178,相模,535,は,2019/8/15 15:49,2-1_all_corrected,54,41,356,121,410,162
173572,30144_20190815173707.jpg,イオン幕張,5041,千葉,302,さ,2019/8/15 17:36,2-1_all_corrected,61,41,219,131,280,172
174139,30078_20190815181329.jpg,イオンスタイル仙台卸町店,3611,福島,540,の,2019/8/15 18:13,2-1_all_corrected,54,47,185,72,239,119
173111,30078_20190815154056.jpg,イオンスタイル仙台卸町店,1153,仙台,300,ろ,2019/8/15 15:40,2-1_all_corrected,92,67,180,340,272,407
175223,30078_20190815211709.jpg,イオンスタイル仙台卸町店,***1,宮城,524,り,2019/8/15 21:16,2-1_all_corrected,96,67,238,337,334,404
174795,30066_20190815200517.jpg,ジョーシン和泉中央,**33,和泉,31,さ,2019/8/15 20:04,2-1_all_corrected,73,57,192,250,265,307
173520,30111_20190815171019.jpg,イオン稲毛,1131,千葉,531,さ,2019/8/15 17:10,2-1_all_corrected,72,52,375,248,447,300
173516,30144_20190815170444.jpg,イオン幕張,7829,千葉,501,は,2019/8/15 17:04,2-1_all_corrected,84,62,293,311,377,373
172266,30060_20190815091911.jpg,関西スーパー小野原,4024,大阪,580,ほ,2019/8/15 9:18,2-1_all_corrected,79,64,323,334,402,398
173181,30144_20190815162058.jpg,イオン幕張,2728,習志野,581,そ,2019/8/15 16:20,2-1_all_corrected,38,34,290,90,328,124
174961,30103_20190815202715.jpg,八尾老原１丁目,6164,大阪,503,ね,2019/8/15 20:26,2-1_all_corrected,72,50,256,194,328,244
172210,30167_20190815081545.jpg,イオン東雲店,*220,足立,302,の,2019/8/15 8:15,2-1_all_corrected,52,39,337,131,389,170
172656,30144_20190815122429.jpg,イオン幕張,8765,千葉,583,い,2019/8/15 12:23,2-1_all_corrected,59,43,211,175,270,218
172452,30062_20190815103759.jpg,ミスミモール,8888,神戸,30,ひ,2019/8/15 10:37,2-1_all_corrected,55,45,371,142,426,187
172832,30045_20190815135923.jpg,マックスバリュー徳川明倫,***3,名古屋,31,は,2019/8/15 13:59,2-1_all_corrected,54,42,301,143,355,185
173128,30106_20190815154958.jpg,ジョーシン東大阪長田,***1,大阪,30,な,2019/8/15 15:49,2-1_all_corrected,48,38,346,95,394,133
172667,30144_20190815122827.jpg,イオン幕張,*622,千葉,338,せ,2019/8/15 12:28,2-1_all_corrected,63,46,154,188,217,234
172882,30103_20190815141428.jpg,八尾老原１丁目,8008,大阪,31,み,2019/8/15 14:13,2-1_all_corrected,47,46,171,126,218,172
174349,30111_20190815183008.jpg,イオン稲毛,2525,千葉,545,に,2019/8/15 18:29,2-1_all_corrected,56,41,339,136,395,177
172416,30068_20190815102446.jpg,ケーヨーデイツー唐木田,***3,多摩,30,は,2019/8/15 10:24,2-1_all_corrected,55,42,466,235,521,277
175257,30006_20190815212214.jpg,スギ薬局南千里,1040,大阪,583,は,2019/8/15 21:22,2-1_all_corrected,86,53,322,77,408,130
172878,30082_20190815141036.jpg,今池ビル,*358,名古屋,32,ら,2019/8/15 14:10,2-1_all_corrected,56,43,344,259,400,302
172282,30022_20190815093615.jpg,業務スーパー平野駅前,***3,なにわ,30,ぬ,2019/8/15 9:35,2-1_all_corrected,81,65,145,75,226,140
173162,30144_20190815161039.jpg,イオン幕張,8531,千葉,530,に,2019/8/15 16:10,2-1_all_corrected,93,60,379,388,472,448
172418,30060_20190815102523.jpg,関西スーパー小野原,3406,大阪,480,な,2019/8/15 10:24,2-1_all_corrected,80,63,377,340,457,403
175490,30073_20190815223531.jpg,関西スーパー京阪大和田２F,*920,なにわ,338,ほ,2019/8/15 22:34,2-1_all_corrected,74,57,280,75,354,132
174784,30169_20190815200420.jpg,イオン相模原ショッピングセンター,9693,多摩,71,ま,2019/8/15 20:03,2-1_all_corrected,62,34,334,114,396,148
172474,30001_20190815105418.jpg,関西スーパー高石駅前,5223,堺,500,と,2019/8/15 10:53,2-1_all_corrected,89,63,339,188,428,251
173904,30078_20190815180007.jpg,イオンスタイル仙台卸町店,**39,札幌,343,み,2019/8/15 17:59,2-1_all_corrected,89,66,248,233,337,299
172822,30078_20190815135055.jpg,イオンスタイル仙台卸町店,*311,八戸,530,め,2019/8/15 13:50,2-1_all_corrected,82,60,346,299,428,359
172419,30072_20190815102531.jpg,関西スーパー京阪大和田１F,9207,なにわ,480,り,2019/8/15 10:24,2-1_all_corrected,67,65,2,274,69,339
172246,30045_20190815085935.jpg,マックスバリュー徳川明倫,**22,名古屋,31,ろ,2019/8/15 8:59,2-1_all_corrected,54,43,269,162,323,205
173536,30144_20190815171947.jpg,イオン幕張,1168,千葉,300,す,2019/8/15 17:19,2-1_all_corrected,83,63,340,349,423,412
172676,30078_20190815123439.jpg,イオンスタイル仙台卸町店,5280,仙台,580,ほ,2019/8/15 12:34,2-1_all_corrected,80,51,278,185,358,236
172682,30144_20190815123959.jpg,イオン幕張,5677,習志野,330,ほ,2019/8/15 12:39,2-1_all_corrected,78,56,266,259,344,315
173139,30144_20190815155424.jpg,イオン幕張,*625,千葉,340,の,2019/8/15 15:53,2-1_all_corrected,50,39,228,103,278,142
174572,30144_20190815190018.jpg,イオン幕張,3428,千葉,581,う,2019/8/15 18:59,2-1_all_corrected,52,48,6,213,58,261
172488,30110_20190815105958.jpg,イオン金沢八景,2922,横浜,331,さ,2019/8/15 10:59,2-1_all_corrected,73,66,127,211,200,277
173902,30078_20190815180001.jpg,イオンスタイル仙台卸町店,1838,仙台,580,て,2019/8/15 17:59,2-1_all_corrected,75,55,250,167,325,222
173137,30103_20190815155344.jpg,八尾老原１丁目,**10,大阪,31,め,2019/8/15 15:53,2-1_all_corrected,68,53,227,200,295,253
174315,30001_20190815182727.jpg,関西スーパー高石駅前,2719,和泉,501,つ,2019/8/15 18:26,2-1_all_corrected,103,72,80,240,183,312
173554,30169_20190815172901.jpg,イオン相模原ショッピングセンター,4073,多摩,500,ぬ,2019/8/15 17:28,2-1_all_corrected,47,33,314,76,361,109
172486,30079_20190815105801.jpg,ピットデザイン仙台卸町駅前駐車場,7687,仙台,500,ぬ,2019/8/15 10:57,2-1_all_corrected,47,37,429,170,476,207
172815,30103_20190815134701.jpg,八尾老原１丁目,***7,大阪,30,ひ,2019/8/15 13:46,2-1_all_corrected,51,48,75,176,126,224
174267,30078_20190815182035.jpg,イオンスタイル仙台卸町店,9918,宮城,500,つ,2019/8/15 18:20,2-1_all_corrected,70,56,301,135,371,191
172531,30082_20190815111616.jpg,今池ビル,*358,名古屋,31,せ,2019/8/15 11:14,2-1_all_corrected,50,38,330,213,380,251
172703,30090_20190815124905.jpg,イトーヨーカドー木場 西棟,1881,練馬,339,せ,2019/8/15 12:48,2-1_all_corrected,89,65,400,345,489,410
174400,30167_20190815183546.jpg,イオン東雲店,***4,足立,349,ち,2019/8/15 18:35,2-1_all_corrected,78,50,163,287,241,337
172394,30144_20190815101940.jpg,イオン幕張,3199,千葉,580,み,2019/8/15 10:19,2-1_all_corrected,52,39,190,127,242,166
173080,30144_20190815152439.jpg,イオン幕張,6928,習志野,530,て,2019/8/15 15:24,2-1_all_corrected,83,58,247,318,330,376
174692,30070_20190815193656.jpg,カナートモール住道第一,***1,大阪,30,ら,2019/8/15 19:36,2-1_all_corrected,59,41,220,148,279,189
172565,30167_20190815114006.jpg,イオン東雲店,1216,品川,342,み,2019/8/15 11:39,2-1_all_corrected,92,52,105,396,197,448
172553,30144_20190815113127.jpg,イオン幕張,4038,千葉,302,す,2019/8/15 11:31,2-1_all_corrected,47,37,227,107,274,144
174465,30070_20190815184347.jpg,カナートモール住道第一,**55,大阪,31,に,2019/8/15 18:43,2-1_all_corrected,82,62,64,229,146,291
172933,30110_20190815143404.jpg,イオン金沢八景,4093,横浜,41,た,2019/8/15 14:33,2-1_all_corrected,105,90,403,275,508,365
173081,30144_20190815152505.jpg,イオン幕張,*501,習志野,338,や,2019/8/15 15:24,2-1_all_corrected,49,34,138,87,187,121
175382,30111_20190815215149.jpg,イオン稲毛,***7,習志野,354,つ,2019/8/15 21:51,2-1_all_corrected,81,60,333,233,414,293
174634,30167_20190815191459.jpg,イオン東雲店,8740,足立,580,く,2019/8/15 19:14,2-1_all_corrected,77,65,93,314,170,379
174268,30110_20190815182036.jpg,イオン金沢八景,8008,横浜,585,ら,2019/8/15 18:20,2-1_all_corrected,74,55,280,155,354,210
173072,30144_20190815152252.jpg,イオン幕張,6288,とちぎ,530,す,2019/8/15 15:22,2-1_all_corrected,92,64,294,360,386,424
174408,30144_20190815183749.jpg,イオン幕張,**24,千葉,355,ゆ,2019/8/15 18:37,2-1_all_corrected,86,61,293,307,379,368
173878,30078_20190815175845.jpg,イオンスタイル仙台卸町店,*428,仙台,583,よ,2019/8/15 17:58,2-1_all_corrected,73,55,257,169,330,224
173271,30144_20190815163637.jpg,イオン幕張,3588,習志野,334,ね,2019/8/15 16:36,2-1_all_corrected,90,61,248,365,338,426
174266,30110_20190815182032.jpg,イオン金沢八景,8381,横浜,534,は,2019/8/15 18:20,2-1_all_corrected,66,52,303,133,369,185
174656,30103_20190815192111.jpg,八尾老原１丁目,*594,大阪,580,る,2019/8/15 19:20,2-1_all_corrected,90,59,312,324,402,383
173222,30144_20190815162754.jpg,イオン幕張,2230,千葉,531,め,2019/8/15 16:27,2-1_all_corrected,60,41,248,195,308,236
172760,30111_20190815131616.jpg,イオン稲毛,6895,千葉,500,た,2019/8/15 13:15,2-1_all_corrected,39,32,41,64,80,96
172304,30157_20190815094856.jpg,関西スーパー中央,***5,神戸,30,ふ,2019/8/15 9:48,2-1_all_corrected,52,39,154,342,206,381
172756,30078_20190815131200.jpg,イオンスタイル仙台卸町店,*666,仙台,332,む,2019/8/15 13:11,2-1_all_corrected,85,63,354,306,439,369
172597,30110_20190815115951.jpg,イオン金沢八景,1929,横浜,503,ね,2019/8/15 11:59,2-1_all_corrected,59,45,296,209,355,254
172773,30144_20190815132407.jpg,イオン幕張,3223,習志野,332,さ,2019/8/15 13:23,2-1_all_corrected,46,34,153,61,199,95
174642,30050_20190815191711.jpg,スエヒロ館扇,***8,足立,300,ぬ,2019/8/15 19:16,2-1_all_corrected,78,55,88,324,166,379
174226,30078_20190815181740.jpg,イオンスタイル仙台卸町店,6611,仙台,390,み,2019/8/15 18:17,2-1_all_corrected,75,64,135,160,210,224
173236,30110_20190815163217.jpg,イオン金沢八景,3601,宇都宮,500,め,2019/8/15 16:31,2-1_all_corrected,69,53,216,232,285,285
174687,30001_20190815193554.jpg,関西スーパー高石駅前,1101,和泉,430,ち,2019/8/15 19:35,2-1_all_corrected,107,75,244,307,351,382
172548,30157_20190815112643.jpg,関西スーパー中央,*111,京都,30,ち,2019/8/15 11:26,2-1_all_corrected,55,43,221,228,276,271
172523,30138_20190815111347.jpg,イオンスタイル湘南茅ヶ崎,7000,湘南,319,つ,2019/8/15 11:13,2-1_all_corrected,74,53,211,126,285,179
172381,30072_20190815101409.jpg,関西スーパー京阪大和田１F,3707,大阪,480,ひ,2019/8/15 10:13,2-1_all_corrected,81,68,138,292,219,360
174620,30111_20190815190825.jpg,イオン稲毛,1112,千葉,544,わ,2019/8/15 19:07,2-1_all_corrected,46,37,84,96,130,133
174627,30144_20190815191145.jpg,イオン幕張,*801,湘南,340,な,2019/8/15 19:11,2-1_all_corrected,76,56,264,250,340,306
173092,30110_20190815152949.jpg,イオン金沢八景,2008,横浜,347,せ,2019/8/15 15:29,2-1_all_corrected,78,63,162,178,240,241
173059,30138_20190815151524.jpg,イオンスタイル湘南茅ヶ崎,1173,湘南,374,さ,2019/8/15 15:14,2-1_all_corrected,59,41,260,108,319,149
174286,30006_20190815182328.jpg,スギ薬局南千里,5634,大阪,581,は,2019/8/15 18:23,2-1_all_corrected,124,76,80,204,204,280
173808,30167_20190815175511.jpg,イオン東雲店,*316,足立,341,を,2019/8/15 17:54,2-1_all_corrected,42,34,288,207,330,241
174675,30014_20190815192846.jpg,フォルテ蘇我ベルク棟,***3,千葉,30,む,2019/8/15 19:28,2-1_all_corrected,65,56,163,72,228,128
172929,30052_20190815143229.jpg,西友市ヶ尾,*111,横浜,30,た,2019/8/15 14:32,2-1_all_corrected,79,62,335,265,414,327
172585,30045_20190815115310.jpg,マックスバリュー徳川明倫,2525,名古屋,31,そ,2019/8/15 11:52,2-1_all_corrected,51,42,316,162,367,204
174440,30111_20190815184032.jpg,イオン稲毛,9883,千葉,500,や,2019/8/15 18:40,2-1_all_corrected,42,32,431,81,473,113
174220,30078_20190815181720.jpg,イオンスタイル仙台卸町店,5575,仙台,500,か,2019/8/15 18:16,2-1_all_corrected,55,43,298,36,353,79
174644,30110_20190815191714.jpg,イオン金沢八景,7450,横浜,301,ろ,2019/8/15 19:16,2-1_all_corrected,53,47,495,110,548,157
172329,30168_20190815095651.jpg,イオン東雲店（屋上）,1000,滋賀,359,む,2019/8/15 9:56,2-1_all_corrected,72,56,353,107,425,163
173264,30111_20190815163559.jpg,イオン稲毛,3605,袖ヶ浦,100,さ,2019/8/15 16:35,2-1_all_corrected,54,46,252,157,306,203
172973,30078_20190815144558.jpg,イオンスタイル仙台卸町店,9744,仙台,580,こ,2019/8/15 14:45,2-1_all_corrected,98,63,262,352,360,415
173093,30144_20190815153133.jpg,イオン幕張,*279,横浜,304,の,2019/8/15 15:31,2-1_all_corrected,56,43,166,147,222,190
173067,30144_20190815151836.jpg,イオン幕張,3110,千葉,544,ほ,2019/8/15 15:18,2-1_all_corrected,46,36,165,59,211,95
174621,30078_20190815190908.jpg,イオンスタイル仙台卸町店,***3,宮城,580,の,2019/8/15 19:08,2-1_all_corrected,78,55,199,201,277,256
173299,30144_20190815164209.jpg,イオン幕張,6782,千葉,502,は,2019/8/15 16:41,2-1_all_corrected,46,45,129,152,175,197
174798,30144_20190815200556.jpg,イオン幕張,2525,千葉,320,さ,2019/8/15 20:05,2-1_all_corrected,79,56,244,236,323,292
173549,30103_20190815172519.jpg,八尾老原１丁目,**55,大阪,31,も,2019/8/15 17:24,2-1_all_corrected,51,36,348,88,399,124
175211,30006_20190815211537.jpg,スギ薬局南千里,3744,なにわ,880,あ,2019/8/15 21:15,2-1_all_corrected,85,46,431,0,516,46
173916,30072_20190815180037.jpg,関西スーパー京阪大和田１F,8808,大阪,430,ね,2019/8/15 18:00,2-1_all_corrected,66,55,295,111,361,166
172801,30078_20190815133801.jpg,イオンスタイル仙台卸町店,1982,仙台,330,と,2019/8/15 13:37,2-1_all_corrected,57,46,320,120,377,166
172230,30072_20190815084510.jpg,関西スーパー京阪大和田１F,***7,大阪,30,ち,2019/8/15 8:44,2-1_all_corrected,44,34,365,163,409,197
174301,30110_20190815182550.jpg,イオン金沢八景,8888,浜松,353,は,2019/8/15 18:25,2-1_all_corrected,54,44,405,93,459,137
174765,30078_20190815195630.jpg,イオンスタイル仙台卸町店,3122,千葉,581,く,2019/8/15 19:55,2-1_all_corrected,78,50,189,159,267,209
173170,30167_20190815161305.jpg,イオン東雲店,*673,春日部,880,り,2019/8/15 16:12,2-1_all_corrected,45,39,245,161,290,200
173177,30045_20190815161725.jpg,マックスバリュー徳川明倫,**17,名古屋,31,り,2019/8/15 16:16,2-1_all_corrected,49,39,412,106,461,145
174963,30167_20190815202758.jpg,イオン東雲店,8888,足立,383,て,2019/8/15 20:27,2-1_all_corrected,54,39,361,283,415,322
174364,30110_20190815183106.jpg,イオン金沢八景,6104,横浜,301,と,2019/8/15 18:30,2-1_all_corrected,58,45,380,73,438,118
172403,30072_20190815102152.jpg,関西スーパー京阪大和田１F,4670,大阪,580,ね,2019/8/15 10:21,2-1_all_corrected,71,54,29,144,100,198
172255,30066_20190815091228.jpg,ジョーシン和泉中央,**33,和泉,31,さ,2019/8/15 9:11,2-1_all_corrected,75,61,134,236,209,297
