id,画像名,物件名,車番,地域名,分類番号,ひらがな,入出庫日,カテゴリ,幅,高さ,左上x座標,左上y座標,右下x座標,右下y座標
259705,30136_20190914175420.jpg,イオンスタイル新百合ヶ丘,7310,多摩,531.0,さ,2019-09-14 17:53:10,2-1_all_corrected,69,60,406,8,475,68
258411,30023_20190914113825.jpg,ピットデザイン山科東野,7777,京都,522.0,み,2019-09-14 11:37:51,2-1_all_corrected,83,65,298,90,381,155
258849,30145_20190914140736.jpg,イオン高根木戸,6171,習志野,530.0,に,2019-09-14 14:07:14,2-1_all_corrected,53,40,322,98,375,138
258271,30145_20190914104330.jpg,イオン高根木戸,5925,練馬,483.0,あ,2019-09-14 10:43:05,2-1_all_corrected,50,40,110,133,160,173
258249,30083_20190914103631.jpg,フォーエルナゴヤドーム駅前,*358,名古屋,32.0,た,2019-09-14 10:36:00,2-1_all_corrected,97,63,163,387,260,450
260483,30167_20190914211536.jpg,イオン東雲店,9361,足立,501.0,も,2019-09-14 21:15:06,2-1_all_corrected,58,43,280,161,338,204
259196,30169_20190914155745.jpg,イオン相模原ショッピングセンター,4239,多摩,301.0,ね,2019-09-14 15:57:14,2-1_all_corrected,73,60,244,187,317,247
260448,30139_20190914205941.jpg,イオン板橋ショッピングセンター,6105,練馬,480.0,れ,2019-09-14 20:59:14,2-1_all_corrected,76,62,196,290,272,352
259333,30111_20190914162719.jpg,イオン稲毛,2727,千葉,584.0,ま,2019-09-14 16:24:38,2-1_all_corrected,75,58,185,206,260,264
258671,30083_20190914131023.jpg,フォーエルナゴヤドーム駅前,**10,名古屋,31.0,て,2019-09-14 13:10:06,2-1_all_corrected,50,47,292,211,342,258
260070,30169_20190914185318.jpg,イオン相模原ショッピングセンター,8652,相模,301.0,ふ,2019-09-14 18:52:49,2-1_all_corrected,77,68,419,346,496,414
259596,30145_20190914172435.jpg,イオン高根木戸,1126,習志野,330.0,め,2019-09-14 17:24:13,2-1_all_corrected,51,44,434,119,485,163
258823,30139_20190914135701.jpg,イオン板橋ショッピングセンター,3900,練馬,480.0,れ,2019-09-14 13:56:38,2-1_all_corrected,71,57,255,270,326,327
258472,30157_20190914115829.jpg,関西スーパー中央,**55,神戸,31.0,め,2019-09-14 11:58:04,2-1_all_corrected,52,43,166,337,218,380
260046,30072_20190914184846.jpg,関西スーパー京阪大和田１F,1216,大阪,349.0,ふ,2019-09-14 18:48:22,2-1_all_corrected,42,34,196,24,238,58
260422,30169_20190914204010.jpg,イオン相模原ショッピングセンター,2046,多摩,302.0,ふ,2019-09-14 20:39:47,2-1_all_corrected,55,41,127,122,182,163
259598,30145_20190914172454.jpg,イオン高根木戸,3003,習志野,50.0,に,2019-09-14 17:24:31,2-1_all_corrected,67,55,354,239,421,294
258678,30110_20190914131556.jpg,イオン金沢八景,*719,金沢,530.0,ま,2019-09-14 13:15:32,2-1_all_corrected,56,44,292,85,348,129
258846,30110_20190914140355.jpg,イオン金沢八景,*613,横浜,344.0,な,2019-09-14 14:03:31,2-1_all_corrected,50,47,76,188,126,235
260482,30136_20190914211517.jpg,イオンスタイル新百合ヶ丘,*100,多摩,337.0,た,2019-09-14 21:14:57,2-1_all_corrected,74,62,159,249,233,311
259351,30144_20190914163310.jpg,イオン幕張,*830,千葉,349.0,る,2019-09-14 16:32:42,2-1_all_corrected,76,49,187,248,263,297
258421,30139_20190914114116.jpg,イオン板橋ショッピングセンター,***1,練馬,30.0,ね,2019-09-14 11:40:53,2-1_all_corrected,75,52,280,161,355,213
258277,30139_20190914104509.jpg,イオン板橋ショッピングセンター,***1,練馬,30.0,ね,2019-09-14 10:44:36,2-1_all_corrected,66,54,257,223,323,277
258879,30111_20190914141800.jpg,イオン稲毛,1129,千葉,543.0,な,2019-09-14 14:16:54,2-1_all_corrected,57,43,370,138,427,181
259369,30072_20190914163605.jpg,関西スーパー京阪大和田１F,5321,大阪,581.0,い,2019-09-14 16:35:42,2-1_all_corrected,42,32,218,72,260,104
260471,30110_20190914210638.jpg,イオン金沢八景,*111,横浜,300.0,て,2019-09-14 21:06:12,2-1_all_corrected,51,43,426,57,477,100
258270,30145_20190914104313.jpg,イオン高根木戸,5555,習志野,309.0,そ,2019-09-14 10:42:53,2-1_all_corrected,71,64,429,259,500,323
259356,30078_20190914163425.jpg,イオンスタイル仙台卸町店,1068,仙台,500.0,に,2019-09-14 16:33:59,2-1_all_corrected,57,42,315,95,372,137
259199,30139_20190914155954.jpg,イオン板橋ショッピングセンター,1282,越谷,480.0,り,2019-09-14 15:59:24,2-1_all_corrected,63,62,340,236,403,298
258877,30072_20190914141745.jpg,関西スーパー京阪大和田１F,1485,堺,800.0,あ,2019-09-14 14:17:17,2-1_all_corrected,45,32,158,78,203,110
258622,30169_20190914125812.jpg,イオン相模原ショッピングセンター,3795,相模,502.0,ね,2019-09-14 12:56:04,2-1_all_corrected,75,55,357,38,432,93
260024,30111_20190914184444.jpg,イオン稲毛,3157,千葉,534.0,つ,2019-09-14 18:44:08,2-1_all_corrected,48,40,141,103,189,143
260229,30145_20190914193444.jpg,イオン高根木戸,9630,習志野,331.0,ほ,2019-09-14 19:34:20,2-1_all_corrected,105,87,75,339,180,426
259155,30139_20190914154642.jpg,イオン板橋ショッピングセンター,7487,練馬,480.0,れ,2019-09-14 15:46:19,2-1_all_corrected,79,60,229,337,308,397
258417,30139_20190914114023.jpg,イオン板橋ショッピングセンター,7487,練馬,480.0,れ,2019-09-14 11:39:54,2-1_all_corrected,82,64,251,366,333,430
259177,30045_20190914155441.jpg,マックスバリュー徳川明倫,**17,名古屋,31.0,り,2019-09-14 15:54:09,2-1_all_corrected,49,40,392,93,441,133
259345,30110_20190914163144.jpg,イオン金沢八景,*605,横浜,534.0,ま,2019-09-14 16:31:17,2-1_all_corrected,42,34,415,123,457,157
259721,30060_20190914175722.jpg,関西スーパー小野原,4333,大阪,302.0,ゆ,2019-09-14 17:56:54,2-1_all_corrected,65,62,482,267,547,329
258435,30139_20190914114652.jpg,イオン板橋ショッピングセンター,6105,練馬,480.0,れ,2019-09-14 11:46:28,2-1_all_corrected,87,70,363,341,450,411
259148,30043_20190914154523.jpg,ファインシティ東松戸,1121,野田,336.0,ま,2019-09-14 15:44:57,2-1_all_corrected,69,57,180,316,249,373
258290,30001_20190914104856.jpg,関西スーパー高石駅前,7788,和泉,350.0,ら,2019-09-14 10:48:30,2-1_all_corrected,47,35,528,3,575,38
259342,30111_20190914163053.jpg,イオン稲毛,*333,千葉,337.0,の,2019-09-14 16:27:08,2-1_all_corrected,58,43,198,152,256,195
259389,30078_20190914164011.jpg,イオンスタイル仙台卸町店,**88,仙台,310.0,ゆ,2019-09-14 16:39:33,2-1_all_corrected,79,58,304,199,383,257
259146,30144_20190914154448.jpg,イオン幕張,1208,習志野,537.0,さ,2019-09-14 15:44:24,2-1_all_corrected,72,51,189,189,261,240
259945,30136_20190914182947.jpg,イオンスタイル新百合ヶ丘,*625,川崎,336.0,ろ,2019-09-14 18:29:18,2-1_all_corrected,51,42,212,95,263,137
260453,30139_20190914210026.jpg,イオン板橋ショッピングセンター,7487,練馬,480.0,れ,2019-09-14 20:59:52,2-1_all_corrected,76,61,243,340,319,401
259525,30110_20190914170913.jpg,イオン金沢八景,4810,横浜,580.0,み,2019-09-14 17:08:43,2-1_all_corrected,73,57,335,155,408,212
260030,30145_20190914184534.jpg,イオン高根木戸,1215,習志野,502.0,た,2019-09-14 18:45:11,2-1_all_corrected,49,45,446,146,495,191
260400,30145_20190914203030.jpg,イオン高根木戸,1313,習志野,334.0,ら,2019-09-14 20:30:05,2-1_all_corrected,54,47,139,139,193,186
260064,30169_20190914185212.jpg,イオン相模原ショッピングセンター,4598,相模,501.0,の,2019-09-14 18:51:43,2-1_all_corrected,81,77,488,360,569,437
260090,30145_20190914185626.jpg,イオン高根木戸,*658,習志野,301.0,つ,2019-09-14 18:56:06,2-1_all_corrected,51,46,414,170,465,216
258837,30157_20190914140047.jpg,関西スーパー中央,9416,神戸,581.0,さ,2019-09-14 14:00:23,2-1_all_corrected,59,42,106,404,165,446
259112,30144_20190914153312.jpg,イオン幕張,1001,千葉,382.0,や,2019-09-14 15:32:42,2-1_all_corrected,51,38,168,97,219,135
258459,30111_20190914115422.jpg,イオン稲毛,5740,千葉,580.0,ほ,2019-09-14 11:52:33,2-1_all_corrected,55,42,355,137,410,179
259329,30078_20190914162619.jpg,イオンスタイル仙台卸町店,9612,宮城,580.0,め,2019-09-14 16:25:55,2-1_all_corrected,88,61,364,367,452,428
258466,30144_20190914115626.jpg,イオン幕張,1103,千葉,561.0,る,2019-09-14 11:55:56,2-1_all_corrected,56,38,175,107,231,145
259918,30111_20190914182614.jpg,イオン稲毛,9871,千葉,501.0,す,2019-09-14 18:25:01,2-1_all_corrected,75,52,324,190,399,242
258698,30072_20190914132255.jpg,関西スーパー京阪大和田１F,**11,大阪,31.0,ま,2019-09-14 13:22:26,2-1_all_corrected,57,45,346,229,403,274
258806,30139_20190914135422.jpg,イオン板橋ショッピングセンター,1282,越谷,480.0,り,2019-09-14 13:53:57,2-1_all_corrected,73,62,258,271,331,333
258461,30139_20190914115446.jpg,イオン板橋ショッピングセンター,1910,川口,480.0,り,2019-09-14 11:54:19,2-1_all_corrected,83,65,227,321,310,386
258630,30157_20190914125920.jpg,関西スーパー中央,1219,大阪,339.0,ふ,2019-09-14 12:59:00,2-1_all_corrected,53,41,159,334,212,375
258865,30145_20190914141208.jpg,イオン高根木戸,8228,習志野,583.0,に,2019-09-14 14:11:51,2-1_all_corrected,54,45,304,131,358,176
258891,30076_20190914142239.jpg,ヤマダ電機なんば,***8,和泉,30.0,ら,2019-09-14 14:22:01,2-1_all_corrected,54,40,479,96,533,136
260455,30139_20190914210031.jpg,イオン板橋ショッピングセンター,1910,川口,480.0,り,2019-09-14 20:59:51,2-1_all_corrected,81,67,275,264,356,331
259375,30110_20190914163706.jpg,イオン金沢八景,*828,横浜,542.0,そ,2019-09-14 16:36:41,2-1_all_corrected,44,32,283,57,327,89
259711,30139_20190914175513.jpg,イオン板橋ショッピングセンター,8293,杉並,300.0,す,2019-09-14 17:54:47,2-1_all_corrected,81,56,256,318,337,374
259381,30046_20190914163900.jpg,マミーマート船橋日大[地上],3760,習志野,330.0,せ,2019-09-14 16:37:53,2-1_all_corrected,83,82,517,266,600,348
260036,30144_20190914184631.jpg,イオン幕張,1005,千葉,502.0,と,2019-09-14 18:46:00,2-1_all_corrected,62,43,197,166,259,209
260452,30139_20190914210020.jpg,イオン板橋ショッピングセンター,1282,越谷,480.0,り,2019-09-14 20:59:47,2-1_all_corrected,75,69,419,366,494,435
259515,30169_20190914170807.jpg,イオン相模原ショッピングセンター,7889,相模,584.0,ゆ,2019-09-14 17:07:26,2-1_all_corrected,55,46,277,158,332,204
258854,30145_20190914140847.jpg,イオン高根木戸,*206,習志野,583.0,い,2019-09-14 14:08:25,2-1_all_corrected,48,44,233,158,281,202
258434,30143_20190914114620.jpg,イオン久里浜,1123,横浜,31.0,え,2019-09-14 11:45:44,2-1_all_corrected,80,66,100,347,180,413
258262,30001_20190914104134.jpg,関西スーパー高石駅前,7036,和泉,581.0,く,2019-09-14 10:41:13,2-1_all_corrected,85,61,389,231,474,292
258296,30001_20190914105237.jpg,関西スーパー高石駅前,1786,和泉,581.0,つ,2019-09-14 10:52:18,2-1_all_corrected,91,61,264,249,355,310
258898,30144_20190914142309.jpg,イオン幕張,4430,福岡,330.0,す,2019-09-14 14:22:44,2-1_all_corrected,71,53,220,181,291,234
259981,30137_20190914183613.jpg,イオンスタイル品川シーサイド,5395,練馬,300.0,ろ,2019-09-14 18:35:45,2-1_all_corrected,57,43,139,49,196,92
259149,30111_20190914154529.jpg,イオン稲毛,*720,習志野,339.0,ろ,2019-09-14 15:42:39,2-1_all_corrected,52,42,217,105,269,147
258807,30167_20190914135435.jpg,イオン東雲店,*711,足立,540.0,ひ,2019-09-14 13:54:15,2-1_all_corrected,62,60,440,298,502,358
259921,30169_20190914182640.jpg,イオン相模原ショッピングセンター,7810,相模,330.0,は,2019-09-14 18:26:10,2-1_all_corrected,82,72,428,365,510,437
260437,30143_20190914204908.jpg,イオン久里浜,*777,横浜,328.0,つ,2019-09-14 20:48:34,2-1_all_corrected,75,61,292,211,367,272
260098,30167_20190914185805.jpg,イオン東雲店,2543,足立,300.0,た,2019-09-14 18:57:39,2-1_all_corrected,47,36,302,238,349,274
258838,30110_20190914140052.jpg,イオン金沢八景,*510,横浜,370.0,と,2019-09-14 14:00:27,2-1_all_corrected,42,31,449,77,491,108
260408,30114_20190914203314.jpg,イオン南行徳（立体）,8181,足立,532.0,と,2019-09-14 20:32:50,2-1_all_corrected,98,69,237,342,335,411
258458,30110_20190914115410.jpg,イオン金沢八景,*376,横浜,505.0,さ,2019-09-14 11:53:44,2-1_all_corrected,49,40,274,120,323,160
259125,30110_20190914153829.jpg,イオン金沢八景,8080,横浜,303.0,ひ,2019-09-14 15:37:58,2-1_all_corrected,40,28,354,76,394,104
258469,30111_20190914115743.jpg,イオン稲毛,3398,大阪,302.0,た,2019-09-14 11:56:15,2-1_all_corrected,77,56,256,234,333,290
260257,30167_20190914194428.jpg,イオン東雲店,1128,足立,348.0,た,2019-09-14 19:44:00,2-1_all_corrected,72,82,1,256,73,338
259584,30111_20190914172054.jpg,イオン稲毛,3605,袖ヶ浦,100.0,さ,2019-09-14 17:17:50,2-1_all_corrected,53,44,253,147,306,191
260128,30169_20190914190419.jpg,イオン相模原ショッピングセンター,*267,多摩,503.0,み,2019-09-14 19:03:34,2-1_all_corrected,78,69,486,379,564,448
259059,30169_20190914151441.jpg,イオン相模原ショッピングセンター,**22,相模,537.0,の,2019-09-14 15:14:13,2-1_all_corrected,75,60,245,107,320,167
259891,30114_20190914182346.jpg,イオン南行徳（立体）,1997,習志野,300.0,わ,2019-09-14 18:23:21,2-1_all_corrected,75,52,352,243,427,295
258375,30006_20190914112447.jpg,スギ薬局南千里,*550,大阪,335.0,そ,2019-09-14 11:24:36,2-1_all_corrected,100,69,246,101,346,170
258147,30167_20190914094759.jpg,イオン東雲店,4505,足立,481.0,り,2019-09-14 09:47:34,2-1_all_corrected,80,69,165,307,245,376
259061,30169_20190914151514.jpg,イオン相模原ショッピングセンター,*484,相模,301.0,め,2019-09-14 15:14:48,2-1_all_corrected,83,68,261,78,344,146
258515,30039_20190914121801.jpg,イトーヨーカドー大井町,2885,一宮,502.0,せ,2019-09-14 12:17:27,2-1_all_corrected,71,57,302,134,373,191
258727,30110_20190914133400.jpg,イオン金沢八景,8803,横浜,501.0,も,2019-09-14 13:33:35,2-1_all_corrected,45,35,333,106,378,141
259291,30070_20190914161846.jpg,カナートモール住道第一,1122,大阪,31.0,ゆ,2019-09-14 16:18:09,2-1_all_corrected,56,45,496,158,552,203
258718,30136_20190914133033.jpg,イオンスタイル新百合ヶ丘,3211,横浜,531.0,さ,2019-09-14 13:30:09,2-1_all_corrected,73,60,412,58,485,118
260126,30046_20190914190355.jpg,マミーマート船橋日大[地上],8980,習志野,580.0,に,2019-09-14 19:03:19,2-1_all_corrected,82,69,485,332,567,401
259296,30111_20190914162011.jpg,イオン稲毛,1221,千葉,553.0,せ,2019-09-14 16:17:10,2-1_all_corrected,56,44,263,162,319,206
258512,30073_20190914121647.jpg,関西スーパー京阪大和田２F,5137,大阪,102.0,う,2019-09-14 12:16:25,2-1_all_corrected,51,43,311,119,362,162
260121,30139_20190914190147.jpg,イオン板橋ショッピングセンター,7487,練馬,480.0,れ,2019-09-14 19:01:19,2-1_all_corrected,76,61,255,314,331,375
260313,30169_20190914195935.jpg,イオン相模原ショッピングセンター,*516,相模,336.0,も,2019-09-14 19:58:59,2-1_all_corrected,49,44,219,78,268,122
259460,30062_20190914165900.jpg,ミスミモール,8888,神戸,30.0,み,2019-09-14 16:58:36,2-1_all_corrected,54,42,409,125,463,167
259652,30078_20190914174149.jpg,イオンスタイル仙台卸町店,7657,仙台,501.0,す,2019-09-14 17:41:20,2-1_all_corrected,55,42,312,47,367,89
258780,30110_20190914134324.jpg,イオン金沢八景,*518,横浜,341.0,さ,2019-09-14 13:43:01,2-1_all_corrected,53,44,453,152,506,196
259004,30079_20190914145542.jpg,ピットデザイン仙台卸町駅前駐車場,5657,仙台,580.0,ほ,2019-09-14 14:55:13,2-1_all_corrected,42,32,407,167,449,199
258546,30046_20190914122936.jpg,マミーマート船橋日大[地上],4279,千葉,302.0,そ,2019-09-14 12:29:06,2-1_all_corrected,39,29,175,50,214,79
258328,30145_20190914110802.jpg,イオン高根木戸,*175,習志野,300.0,ね,2019-09-14 11:07:36,2-1_all_corrected,73,67,479,299,552,366
258787,30070_20190914134738.jpg,カナートモール住道第一,**18,大阪,31.0,ぬ,2019-09-14 13:47:09,2-1_all_corrected,71,58,366,183,437,241
259697,30090_20190914175336.jpg,イトーヨーカドー木場 西棟,4923,品川,502.0,す,2019-09-14 17:53:10,2-1_all_corrected,56,43,194,177,250,220
260349,30169_20190914201045.jpg,イオン相模原ショッピングセンター,*516,相模,336.0,も,2019-09-14 20:10:22,2-1_all_corrected,80,74,469,299,549,373
259451,30111_20190914165655.jpg,イオン稲毛,3350,千葉,531.0,て,2019-09-14 16:53:05,2-1_all_corrected,54,44,178,144,232,188
260527,30039_20190914214400.jpg,イトーヨーカドー大井町,7777,足立,338.0,る,2019-09-14 21:43:27,2-1_all_corrected,67,62,158,85,225,147
